Lead Origin,Lead Source,Do Not Email,Do Not Call,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Specialization,What is your current occupation,Tags,Lead Profile,City,A free copy of Mastering The Interview,Last Notable Activity
Landing Page Submission,Organic Search,No,No,1,9.5,1411,6.0,Email Opened,Finance & Banking,Unemployed,Will revert after reading the email,Not Specified,Other Cities,Yes,Email Opened
API,Organic Search,No,No,1,6.0,385,6.0,Converted to Lead,Not Specified,Unemployed,Will revert after reading the email,Potential Lead,Thane & Outskirts,No,Modified
API,Google,No,No,0,9.5,68,1.71,Page Visited on Website,Marketing & Advertising,Not Specified,Not Specified,Not Specified,Mumbai,No,Modified
Landing Page Submission,Google,No,No,0,3.0,192,3.0,Email Opened,International Business,Not Specified,Not Specified,Not Specified,Thane & Outskirts,No,Email Opened
Landing Page Submission,Google,No,No,0,5.0,309,5.0,Olark Chat Conversation,Finance & Banking,Not Specified,Not Specified,Not Specified,Mumbai,No,Modified
Lead Add Form,Referral,No,No,1,3.0,785,2.0,Other,Not Specified,Unemployed,Will revert after reading the email,Not Specified,Not Specified,No,Modified
API,Organic Search,No,No,0,4.0,342,4.0,Email Opened,Not Specified,Unemployed,switched off,Not Specified,Not Specified,No,Modified
API,Google,No,No,0,2.0,78,1.0,Email Opened,Not Specified,Unemployed,Ringing,Not Specified,Not Specified,No,Email Opened
API,Organic Search,No,No,1,5.0,1234,1.67,Email Opened,International Business,Student,Will revert after reading the email,Potential Lead,Thane & Outskirts,No,Email Opened
API,Organic Search,No,No,0,8.0,14,7.0,Olark Chat Conversation,Not Specified,Unemployed,switched off,Not Specified,Not Specified,No,Modified
API,Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,Not Specified,Unemployed,Interested in other courses,Not Specified,Not Specified,No,Modified
API,Referral,No,No,0,4.0,77,4.0,Unreachable,Not Specified,Unemployed,invalid number,Not Specified,Not Specified,No,Modified
API,Referral,No,No,1,3.0,1299,3.0,Olark Chat Conversation,Not Specified,Unemployed,Not Specified,Not Specified,Not Specified,No,Modified
Lead Add Form,Referral,No,No,1,0.0,0,0.0,Email Opened,Finance & Banking,Unemployed,Will revert after reading the email,Potential Lead,Other Cities,No,Email Opened
API,Referral,No,No,0,2.0,457,2.0,Email Opened,Not Specified,Unemployed,Interested in other courses,Not Specified,Not Specified,No,Modified
API,Organic Search,No,No,0,5.0,358,5.0,Page Visited on Website,Not Specified,Unemployed,Busy,Not Specified,Not Specified,No,Modified
Landing Page Submission,Direct Traffic,No,No,0,3.0,481,3.0,Email Link Clicked,"Banking, Investment And Insurance",Not Specified,Not Specified,Not Specified,Other Cities,Yes,Email Link Clicked
API,Direct Traffic,No,No,0,2.0,205,2.0,Olark Chat Conversation,Not Specified,Unemployed,Interested  in full time MBA,Not Specified,Not Specified,No,Modified
Landing Page Submission,Direct Traffic,No,No,1,1.0,1106,1.0,Converted to Lead,Finance & Banking,Unemployed,Will revert after reading the email,Not Specified,Other Cities,Yes,Modified
Landing Page Submission,Direct Traffic,No,No,1,9.0,1953,1.8,Email Opened,Supply Chain Management,Unemployed,Will revert after reading the email,Not Specified,Thane & Outskirts,No,Modified
Lead Add Form,Referral,No,No,1,3.0,1070,2.0,Unknown,Marketing & Advertising,Unemployed,Will revert after reading the email,Potential Lead,Other Cities,No,Modified
Lead Add Form,Referral,No,No,1,0.0,0,0.0,Email Opened,Not Specified,Unemployed,Will revert after reading the email,Not Specified,Not Specified,No,Email Opened
Landing Page Submission,Google,No,No,0,5.0,207,2.5,Form Submitted on Website,Finance & Banking,Not Specified,Not Specified,Not Specified,Mumbai,No,Modified
Landing Page Submission,Direct Traffic,No,No,1,2.0,1587,2.0,Email Opened,E-Commerce,Unemployed,Will revert after reading the email,Not Specified,Other Cities,No,Email Opened
Landing Page Submission,Direct Traffic,No,No,1,2.0,1509,2.0,Email Opened,E-Commerce,Unemployed,Lost to EINS,Not Specified,Mumbai,Yes,Modified
API,Organic Search,No,No,0,4.0,331,4.0,Unreachable,Not Specified,Unemployed,switched off,Not Specified,Not Specified,No,Modified
Landing Page Submission,Direct Traffic,No,No,0,4.0,187,4.0,Email Link Clicked,Human Resource Management,Unemployed,Ringing,Not Specified,Mumbai,Yes,Modified
API,Organic Search,No,No,1,3.0,1407,1.5,Converted to Lead,Human Resource Management,Unemployed,Will revert after reading the email,Not Specified,Not Specified,No,Modified
Lead Add Form,Referral,No,No,1,0.0,0,0.0,Email Opened,Finance & Banking,Working Professional,Closed by Horizzon,Other Students,Not Specified,No,Modified
Landing Page Submission,Google,No,No,0,1.0,123,1.0,Converted to Lead,Not Specified,Unemployed,Interested  in full time MBA,Other Leads,Other Cities,No,Modified
API,Organic Search,No,No,0,1.0,100,1.0,Converted to Lead,Not Specified,Unemployed,Interested in other courses,Not Specified,Not Specified,No,Modified
Landing Page Submission,Direct Traffic,No,No,1,9.0,1164,4.5,Email Opened,Healthcare Management,Unemployed,Will revert after reading the email,Not Specified,Mumbai,Yes,Email Opened
API,Chat,No,No,0,0.0,0,0.0,Email Opened,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Email Opened
Landing Page Submission,Direct Traffic,No,No,1,1.0,1362,1.0,Unreachable,Other,Unemployed,Will revert after reading the email,Not Specified,Other Cities,No,Modified
API,Direct Traffic,No,No,0,7.0,1051,3.5,Olark Chat Conversation,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Modified
Landing Page Submission,Google,No,No,0,2.0,1816,2.0,Converted to Lead,Not Specified,Unemployed,Interested in other courses,Not Specified,Thane & Outskirts,No,Modified
Landing Page Submission,Direct Traffic,No,No,0,7.0,74,2.33,Unreachable,Finance & Banking,Unemployed,Ringing,Not Specified,Mumbai,No,Modified
API,Organic Search,No,No,0,9.5,54,6.5,Email Opened,Not Specified,Unemployed,Ringing,Not Specified,Not Specified,No,Email Opened
Landing Page Submission,Direct Traffic,No,No,1,3.0,1183,3.0,Email Opened,Finance & Banking,Not Specified,Lost to EINS,Not Specified,Thane & Outskirts,Yes,Email Opened
Landing Page Submission,Direct Traffic,No,No,0,3.0,66,3.0,Email Opened,IT Projects Management,Unemployed,switched off,Other Leads,Thane & Outskirts,Yes,Email Opened
API,Chat,No,No,0,3.0,1122,1.5,Email Opened,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Email Opened
Landing Page Submission,Organic Search,No,No,0,6.0,135,6.0,Email Opened,Supply Chain Management,Unemployed,Will revert after reading the email,Not Specified,Mumbai,Yes,Email Opened
Landing Page Submission,Direct Traffic,No,No,0,9.0,307,1.8,Olark Chat Conversation,E-Commerce,Not Specified,Not Specified,Not Specified,Mumbai,Yes,Modified
Landing Page Submission,Organic Search,No,No,0,9.5,28,6.0,Email Opened,International Business,Unemployed,Interested in other courses,Not Specified,Other Cities,Yes,Email Opened
Landing Page Submission,Google,No,No,0,5.0,306,5.0,Page Visited on Website,Not Specified,Not Specified,Not Specified,Not Specified,Other Cities,No,Modified
Landing Page Submission,Direct Traffic,No,No,1,7.0,116,7.0,Email Opened,Human Resource Management,Unemployed,Will revert after reading the email,Not Specified,Mumbai,Yes,Email Opened
Landing Page Submission,Direct Traffic,No,No,0,2.0,1054,2.0,Email Opened,Human Resource Management,Unemployed,Ringing,Not Specified,Mumbai,Yes,Email Opened
API,Organic Search,No,No,1,3.0,195,3.0,Converted to Lead,Operations Management,Unemployed,Will revert after reading the email,Not Specified,Not Specified,No,Modified
Landing Page Submission,Google,No,No,1,3.0,732,3.0,Email Opened,Operations Management,Working Professional,Will revert after reading the email,Not Specified,Thane & Outskirts,No,Email Opened
API,Chat,No,No,0,7.0,1130,2.33,Page Visited on Website,Human Resource Management,Unemployed,Ringing,Not Specified,Mumbai,Yes,Modified
API,Organic Search,No,No,0,9.5,594,4.33,Other,Not Specified,Unemployed,Ringing,Not Specified,Not Specified,No,Modified
API,Organic Search,No,No,0,5.0,1117,5.0,Email Opened,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Email Opened
API,Referral,No,No,0,9.5,354,7.0,Unreachable,Not Specified,Unemployed,Ringing,Not Specified,Not Specified,No,Modified
API,Google,No,No,0,3.0,217,3.0,Unreachable,Not Specified,Unemployed,Ringing,Not Specified,Not Specified,No,Modified
API,Direct Traffic,No,No,1,5.0,1837,2.5,Email Opened,Finance & Banking,Unemployed,Will revert after reading the email,Potential Lead,Thane & Outskirts,No,Email Opened
Landing Page Submission,Google,No,No,0,1.0,302,1.0,Converted to Lead,Human Resource Management,Not Specified,Interested in other courses,Not Specified,Thane & Outskirts,No,Modified
Landing Page Submission,Google,No,No,0,6.0,32,6.0,Page Visited on Website,Human Resource Management,Not Specified,Not Specified,Not Specified,Mumbai,No,Modified
Landing Page Submission,Direct Traffic,No,No,0,1.0,1226,1.0,Converted to Lead,Human Resource Management,Unemployed,switched off,Not Specified,Other Cities,Yes,Modified
Landing Page Submission,Google,No,No,0,4.0,144,4.0,Email Opened,Operations Management,Not Specified,Not Specified,Not Specified,Other Cities,No,Email Opened
API,Organic Search,No,No,1,2.0,631,1.0,Olark Chat Conversation,Not Specified,Unemployed,Not Specified,Not Specified,Not Specified,No,Modified
Landing Page Submission,Direct Traffic,No,No,1,1.0,891,1.0,Converted to Lead,Operations Management,Student,Lost to EINS,Potential Lead,Other Cities,Yes,Modified
API,Google,No,No,0,3.0,235,3.0,Email Opened,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Email Opened
Landing Page Submission,Google,No,No,0,2.0,453,2.0,Email Link Clicked,Other,Not Specified,Not Specified,Not Specified,Mumbai,No,Modified
API,Referral,No,No,0,3.0,60,1.5,Page Visited on Website,Not Specified,Unemployed,Interested in other courses,Not Specified,Not Specified,No,Page Visited on Website
Lead Add Form,Other,No,No,1,0.0,0,0.0,Email Opened,Not Specified,Unemployed,Closed by Horizzon,Not Specified,Not Specified,No,Modified
API,Organic Search,No,No,0,9.0,96,4.5,Page Visited on Website,Not Specified,Unemployed,Interested in other courses,Not Specified,Not Specified,No,Modified
Lead Add Form,Other,No,No,1,0.0,0,0.0,Email Opened,Not Specified,Unemployed,Not Specified,Not Specified,Not Specified,No,Email Opened
API,Referral,No,No,1,9.5,825,7.0,Olark Chat Conversation,Finance & Banking,Working Professional,Will revert after reading the email,Potential Lead,Thane & Outskirts,No,Modified
API,Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Olark Chat Conversation
API,Direct Traffic,No,No,0,9.5,10,5.5,Page Visited on Website,Not Specified,Unemployed,Not Specified,Not Specified,Not Specified,No,Page Visited on Website
Lead Add Form,Referral,No,No,1,3.0,1704,2.0,Unknown,Not Specified,Unemployed,Will revert after reading the email,Not Specified,Not Specified,No,Modified
API,Organic Search,No,No,1,3.0,1154,1.0,Olark Chat Conversation,Not Specified,Unemployed,Not Specified,Not Specified,Not Specified,No,Modified
Lead Add Form,Referral,No,No,1,3.0,1262,2.0,Unknown,Operations Management,Unemployed,Will revert after reading the email,Potential Lead,Other Cities,No,Modified
Landing Page Submission,Referral,No,No,1,6.0,104,3.0,Email Opened,Human Resource Management,Unemployed,Not Specified,Not Specified,Other Metro Cities,Yes,Email Opened
API,Google,No,No,0,3.0,331,3.0,Email Opened,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Email Opened
Landing Page Submission,Google,No,No,0,5.0,294,2.5,Email Opened,Healthcare Management,Unemployed,switched off,Not Specified,Mumbai,No,Email Opened
API,Organic Search,No,No,0,5.0,345,5.0,Email Opened,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Email Opened
API,Google,No,No,0,2.0,172,2.0,Olark Chat Conversation,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Modified
Landing Page Submission,Google,No,No,1,4.0,228,4.0,Email Opened,"Banking, Investment And Insurance",Unemployed,Will revert after reading the email,Potential Lead,Thane & Outskirts,No,Email Opened
Landing Page Submission,Organic Search,No,No,0,5.0,26,5.0,Email Opened,Hospitality & Tourism,Not Specified,Not Specified,Not Specified,Thane & Outskirts,Yes,Email Opened
API,Referral,No,No,0,4.0,436,4.0,Email Link Clicked,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Email Link Clicked
Landing Page Submission,Google,No,No,0,5.0,1008,5.0,Page Visited on Website,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Modified
Landing Page Submission,Referral,No,No,0,9.5,71,3.4,Unreachable,Not Specified,Unemployed,Ringing,Not Specified,Other Cities,No,Modified
Landing Page Submission,Google,No,No,0,8.0,43,7.0,Olark Chat Conversation,Human Resource Management,Unemployed,Interested  in full time MBA,Other Leads,Mumbai,No,Modified
Landing Page Submission,Google,No,No,0,4.0,294,4.0,Email Opened,E-Commerce,Unemployed,Interested in other courses,Not Specified,Mumbai,No,Email Opened
API,Organic Search,No,No,0,2.0,1528,1.0,Olark Chat Conversation,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Modified
API,Referral,No,No,0,1.0,213,1.0,Converted to Lead,Not Specified,Unemployed,Interested in other courses,Other Leads,Not Specified,No,Modified
Landing Page Submission,Organic Search,No,No,1,4.0,31,1.33,Email Opened,Operations Management,Working Professional,Will revert after reading the email,Potential Lead,Other Cities,Yes,Email Opened
API,Google,No,No,0,3.0,389,3.0,Email Opened,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Email Opened
API,Google,No,No,0,4.0,97,4.0,Olark Chat Conversation,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Modified
Landing Page Submission,Direct Traffic,No,No,0,9.5,194,7.0,Email Opened,Marketing & Advertising,Not Specified,Not Specified,Not Specified,Mumbai,Yes,Email Opened
Landing Page Submission,Direct Traffic,No,No,1,2.0,526,2.0,Form Submitted on Website,Human Resource Management,Unemployed,Will revert after reading the email,Potential Lead,Not Specified,No,Modified
API,Google,No,No,0,9.5,11,7.0,Other,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Modified
API,Organic Search,No,No,0,5.0,297,2.5,Email Link Clicked,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Email Link Clicked
Landing Page Submission,Direct Traffic,No,No,0,4.0,174,4.0,Email Opened,Human Resource Management,Unemployed,Ringing,Not Specified,Mumbai,No,Email Opened
Landing Page Submission,Organic Search,No,No,0,4.0,12,4.0,Page Visited on Website,"Banking, Investment And Insurance",Unemployed,Ringing,Not Specified,Other Cities,Yes,Modified
Landing Page Submission,Direct Traffic,No,No,1,5.0,254,1.25,Email Opened,Finance & Banking,Unemployed,Lost to EINS,Not Specified,Mumbai,Yes,Email Opened
Lead Add Form,Referral,No,No,1,3.0,803,2.0,Unknown,Human Resource Management,Unemployed,Will revert after reading the email,Potential Lead,Mumbai,No,Modified
Landing Page Submission,Google,No,No,1,4.0,595,4.0,Page Visited on Website,"Banking, Investment And Insurance",Unemployed,Will revert after reading the email,Not Specified,Thane & Outskirts,No,Modified
API,Referral,No,No,0,7.0,250,2.33,Email Opened,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Email Opened
Landing Page Submission,Google,No,No,0,9.5,1189,7.0,Email Opened,Human Resource Management,Unemployed,Ringing,Not Specified,Mumbai,No,Email Opened
Landing Page Submission,Google,No,No,0,5.0,73,5.0,Email Opened,IT Projects Management,Unemployed,Ringing,Not Specified,Mumbai,No,Email Opened
Landing Page Submission,Direct Traffic,No,No,0,3.0,491,3.0,Email Opened,E-Commerce,Working Professional,Interested in other courses,Potential Lead,Mumbai,Yes,Modified
API,Google,Yes,No,1,7.0,1281,1.75,Email Bounced,Not Specified,Unemployed,Will revert after reading the email,Not Specified,Not Specified,No,Other
API,Organic Search,No,No,1,3.0,117,3.0,Olark Chat Conversation,Not Specified,Unemployed,Will revert after reading the email,Not Specified,Not Specified,No,Modified
API,Google,No,No,0,5.0,1493,1.67,Email Opened,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Email Opened
Landing Page Submission,Google,No,No,1,5.0,263,2.5,Email Opened,Marketing & Advertising,Unemployed,Will revert after reading the email,Not Specified,Mumbai,No,Email Opened
